date,geography,indicator,value
1965-07,Newfoundland and Labrador,Population,488000
1965-07,Prince Edward Island,Population,109000
1965-07,Nova Scotia,Population,756000
1965-07,New Brunswick,Population,615000
1965-07,Quebec,Population,5694000
1965-07,Ontario,Population,6803000
1965-07,Manitoba,Population,965000
1965-07,Saskatchewan,Population,951000
1965-07,Alberta,Population,1451000
1965-07,British Columbia,Population,1804000
1965-07,Yukon,Population,14000
1965-07,Northwest Territories including Nunavut,Population,28000
1965-10,Canada,Population,19777000
1965-10,Newfoundland and Labrador,Population,489000
1965-10,Prince Edward Island,Population,109000
1965-10,Nova Scotia,Population,755000
1965-10,New Brunswick,Population,616000
1965-10,Quebec,Population,5720000
1965-10,Ontario,Population,6849000
1965-10,Manitoba,Population,963000
1965-10,Saskatchewan,Population,953000
1965-10,Alberta,Population,1453000
1965-10,British Columbia,Population,1827000
1965-10,Yukon,Population,15000
1965-10,Northwest Territories including Nunavut,Population,28000
1966-01,Canada,Population,19857000
1966-01,Newfoundland and Labrador,Population,490000
1966-01,Prince Edward Island,Population,108000
1966-01,Nova Scotia,Population,754000
1966-01,New Brunswick,Population,616000
1966-01,Quebec,Population,5740000
1966-01,Ontario,Population,6888000
1966-01,Manitoba,Population,962000
1966-01,Saskatchewan,Population,952000
1966-01,Alberta,Population,1456000
1966-01,British Columbia,Population,1848000
1966-01,Yukon,Population,15000
1966-01,Northwest Territories including Nunavut,Population,28000
1966-04,Canada,Population,19939000
1966-04,Newfoundland and Labrador,Population,492000
1966-04,Prince Edward Island,Population,108000
1966-04,Nova Scotia,Population,755000
1966-04,New Brunswick,Population,616000
1966-04,Quebec,Population,5762000
1966-04,Ontario,Population,6926000
1966-04,Manitoba,Population,963000
1966-04,Saskatchewan,Population,954000
1966-04,Alberta,Population,1459000
1966-04,British Columbia,Population,1862000
1966-04,Yukon,Population,14000
1966-04,Northwest Territories including Nunavut,Population,28000
1966-07,Canada,Population,20048000
1966-07,Newfoundland and Labrador,Population,494000
1966-07,Prince Edward Island,Population,109000
1966-07,Nova Scotia,Population,757000
1966-07,New Brunswick,Population,617000
1966-07,Quebec,Population,5787000
1966-07,Ontario,Population,6977000
1966-07,Manitoba,Population,963000
1966-07,Saskatchewan,Population,956000
1966-07,Alberta,Population,1465000
1966-07,British Columbia,Population,1880000
1966-07,Yukon,Population,14000
1966-07,Northwest Territories including Nunavut,Population,29000
1966-10,Canada,Population,20146000
1966-10,Newfoundland and Labrador,Population,496000
1966-10,Prince Edward Island,Population,109000
1966-10,Nova Scotia,Population,756000
1966-10,New Brunswick,Population,617000
1966-10,Quebec,Population,5808000
1966-10,Ontario,Population,7025000
1966-10,Manitoba,Population,959000
1966-10,Saskatchewan,Population,957000
1966-10,Alberta,Population,1470000
1966-10,British Columbia,Population,1905000
1966-10,Yukon,Population,15000
1966-10,Northwest Territories including Nunavut,Population,29000
1967-01,Canada,Population,20228000
1967-01,Newfoundland and Labrador,Population,496000
1967-01,Prince Edward Island,Population,109000
1967-01,Nova Scotia,Population,757000
1967-01,New Brunswick,Population,618000
1967-01,Quebec,Population,5826000
1967-01,Ontario,Population,7063000
1967-01,Manitoba,Population,958000
1967-01,Saskatchewan,Population,955000
1967-01,Alberta,Population,1476000
1967-01,British Columbia,Population,1926000
1967-01,Yukon,Population,15000
1967-01,Northwest Territories including Nunavut,Population,29000
1967-04,Canada,Population,20306000
1967-04,Newfoundland and Labrador,Population,498000
1967-04,Prince Edward Island,Population,109000
1967-04,Nova Scotia,Population,758000
1967-04,New Brunswick,Population,619000
1967-04,Quebec,Population,5846000
1967-04,Ontario,Population,7096000
1967-04,Manitoba,Population,961000
1967-04,Saskatchewan,Population,955000
1967-04,Alberta,Population,1483000
1967-04,British Columbia,Population,1937000
1967-04,Yukon,Population,15000
1967-04,Northwest Territories including Nunavut,Population,29000
1967-07,Canada,Population,20412000
1967-07,Newfoundland and Labrador,Population,500000
1967-07,Prince Edward Island,Population,109000
1967-07,Nova Scotia,Population,761000
1967-07,New Brunswick,Population,621000
1967-07,Quebec,Population,5870000
1967-07,Ontario,Population,7142000
1967-07,Manitoba,Population,964000
1967-07,Saskatchewan,Population,958000
1967-07,Alberta,Population,1493000
1967-07,British Columbia,Population,1950000
1967-07,Yukon,Population,15000
1967-07,Northwest Territories including Nunavut,Population,29000
1967-10,Canada,Population,20509000
1967-10,Newfoundland and Labrador,Population,502000
1967-10,Prince Edward Island,Population,109000
1967-10,Nova Scotia,Population,762000
1967-10,New Brunswick,Population,622000
1967-10,Quebec,Population,5888000
1967-10,Ontario,Population,7186000
1967-10,Manitoba,Population,966000
1967-10,Saskatchewan,Population,959000
1967-10,Alberta,Population,1501000
1967-10,British Columbia,Population,1970000
1967-10,Yukon,Population,15000
1967-10,Northwest Territories including Nunavut,Population,29000
1968-01,Canada,Population,20581000
1968-01,Newfoundland and Labrador,Population,503000
1968-01,Prince Edward Island,Population,110000
1968-01,Nova Scotia,Population,764000
1968-01,New Brunswick,Population,623000
1968-01,Quebec,Population,5902000
1968-01,Ontario,Population,7213000
1968-01,Manitoba,Population,966000
1968-01,Saskatchewan,Population,957000
1968-01,Alberta,Population,1510000
1968-01,British Columbia,Population,1988000
1968-01,Yukon,Population,15000
1968-01,Northwest Territories including Nunavut,Population,30000
1968-04,Canada,Population,20644000
1968-04,Newfoundland and Labrador,Population,505000
1968-04,Prince Edward Island,Population,110000
1968-04,Nova Scotia,Population,765000
1968-04,New Brunswick,Population,624000
1968-04,Quebec,Population,5916000
1968-04,Ontario,Population,7238000
1968-04,Manitoba,Population,968000
1968-04,Saskatchewan,Population,959000
1968-04,Alberta,Population,1518000
1968-04,British Columbia,Population,1996000
1968-04,Yukon,Population,15000
1968-04,Northwest Territories including Nunavut,Population,30000
1968-07,Canada,Population,20729000
1968-07,Newfoundland and Labrador,Population,507000
1968-07,Prince Edward Island,Population,110000
1968-07,Nova Scotia,Population,768000
1968-07,New Brunswick,Population,626000
1968-07,Quebec,Population,5931000
1968-07,Ontario,Population,7275000
1968-07,Manitoba,Population,972000
1968-07,Saskatchewan,Population,961000
1968-07,Alberta,Population,1527000
1968-07,British Columbia,Population,2006000
1968-07,Yukon,Population,16000
1968-07,Northwest Territories including Nunavut,Population,30000
1968-10,Canada,Population,20814000
1968-10,Newfoundland and Labrador,Population,509000
1968-10,Prince Edward Island,Population,111000
1968-10,Nova Scotia,Population,771000
1968-10,New Brunswick,Population,628000
1968-10,Quebec,Population,5949000
1968-10,Ontario,Population,7305000
1968-10,Manitoba,Population,974000
1968-10,Saskatchewan,Population,962000
1968-10,Alberta,Population,1536000
1968-10,British Columbia,Population,2023000
1968-10,Yukon,Population,16000
1968-10,Northwest Territories including Nunavut,Population,30000
1969-01,Canada,Population,20888000
1969-01,Newfoundland and Labrador,Population,511000
1969-01,Prince Edward Island,Population,111000
1969-01,Nova Scotia,Population,771000
1969-01,New Brunswick,Population,627000
1969-01,Quebec,Population,5961000
1969-01,Ontario,Population,7338000
1969-01,Manitoba,Population,975000
1969-01,Saskatchewan,Population,959000
1969-01,Alberta,Population,1546000
1969-01,British Columbia,Population,2042000
1969-01,Yukon,Population,16000
1969-01,Northwest Territories including Nunavut,Population,31000
1969-04,Canada,Population,20950000
1969-04,Newfoundland and Labrador,Population,513000
1969-04,Prince Edward Island,Population,111000
1969-04,Nova Scotia,Population,774000
1969-04,New Brunswick,Population,627000
1969-04,Quebec,Population,5975000
1969-04,Ontario,Population,7362000
1969-04,Manitoba,Population,977000
1969-04,Saskatchewan,Population,959000
1969-04,Alberta,Population,1553000
1969-04,British Columbia,Population,2052000
1969-04,Yukon,Population,16000
1969-04,Northwest Territories including Nunavut,Population,31000
1969-07,Canada,Population,21028000
1969-07,Newfoundland and Labrador,Population,515000
1969-07,Prince Edward Island,Population,111000
1969-07,Nova Scotia,Population,777000
1969-07,New Brunswick,Population,628000
1969-07,Quebec,Population,5987000
1969-07,Ontario,Population,7399000
1969-07,Manitoba,Population,979000
1969-07,Saskatchewan,Population,958000
1969-07,Alberta,Population,1562000
1969-07,British Columbia,Population,2065000
1969-07,Yukon,Population,16000
1969-07,Northwest Territories including Nunavut,Population,31000
1969-10,Canada,Population,21111000
1969-10,Newfoundland and Labrador,Population,516000
1969-10,Prince Edward Island,Population,111000
1969-10,Nova Scotia,Population,778000
1969-10,New Brunswick,Population,628000
1969-10,Quebec,Population,6001000
1969-10,Ontario,Population,7442000
1969-10,Manitoba,Population,979000
1969-10,Saskatchewan,Population,955000
1969-10,Alberta,Population,1571000
1969-10,British Columbia,Population,2082000
1969-10,Yukon,Population,16000
1969-10,Northwest Territories including Nunavut,Population,32000
1970-01,Canada,Population,21182000
1970-01,Newfoundland and Labrador,Population,516000
1970-01,Prince Edward Island,Population,110000
1970-01,Nova Scotia,Population,779000
1970-01,New Brunswick,Population,625000
1970-01,Quebec,Population,6002000
1970-01,Ontario,Population,7488000
1970-01,Manitoba,Population,979000
1970-01,Saskatchewan,Population,948000
1970-01,Alberta,Population,1579000
1970-01,British Columbia,Population,2107000
1970-01,Yukon,Population,17000
1970-01,Northwest Territories including Nunavut,Population,32000
1970-04,Canada,Population,21244000
1970-04,Newfoundland and Labrador,Population,516000
1970-04,Prince Edward Island,Population,110000
1970-04,Nova Scotia,Population,780000
1970-04,New Brunswick,Population,626000
1970-04,Quebec,Population,6005000
1970-04,Ontario,Population,7528000
1970-04,Manitoba,Population,981000
1970-04,Saskatchewan,Population,942000
1970-04,Alberta,Population,1589000
1970-04,British Columbia,Population,2118000
1970-04,Yukon,Population,17000
1970-04,Northwest Territories including Nunavut,Population,32000
1970-07,Canada,Population,21324000
1970-07,Newfoundland and Labrador,Population,518000
1970-07,Prince Edward Island,Population,110000
1970-07,Nova Scotia,Population,783000
1970-07,New Brunswick,Population,628000
1970-07,Quebec,Population,6015000
1970-07,Ontario,Population,7566000
1970-07,Manitoba,Population,983000
1970-07,Saskatchewan,Population,940000
1970-07,Alberta,Population,1597000
1970-07,British Columbia,Population,2134000
1970-07,Yukon,Population,17000
1970-07,Northwest Territories including Nunavut,Population,33000
1970-10,Canada,Population,21400000
1970-10,Newfoundland and Labrador,Population,519000
1970-10,Prince Edward Island,Population,111000
1970-10,Nova Scotia,Population,784000
1970-10,New Brunswick,Population,628000
1970-10,Quebec,Population,6021000
1970-10,Ontario,Population,7613000
1970-10,Manitoba,Population,982000
1970-10,Saskatchewan,Population,933000
1970-10,Alberta,Population,1607000
1970-10,British Columbia,Population,2152000
1970-10,Yukon,Population,17000
1970-10,Northwest Territories including Nunavut,Population,33000
1971-01,Canada,Population,21465000
1971-01,Newfoundland and Labrador,Population,519000
1971-01,Prince Edward Island,Population,111000
1971-01,Nova Scotia,Population,785000
1971-01,New Brunswick,Population,630000
1971-01,Quebec,Population,6017000
1971-01,Ontario,Population,7656000
1971-01,Manitoba,Population,984000
1971-01,Saskatchewan,Population,927000
1971-01,Alberta,Population,1616000
1971-01,British Columbia,Population,2168000
1971-01,Yukon,Population,18000
1971-01,Northwest Territories including Nunavut,Population,34000
1971-04,Canada,Population,21523000
1971-04,Newfoundland and Labrador,Population,521000
1971-04,Prince Edward Island,Population,111000
1971-04,Nova Scotia,Population,788000
1971-04,New Brunswick,Population,633000
1971-04,Quebec,Population,6022000
1971-04,Ontario,Population,7683000
1971-04,Manitoba,Population,986000
1971-04,Saskatchewan,Population,926000
1971-04,Alberta,Population,1623000
1971-04,British Columbia,Population,2178000
1971-04,Yukon,Population,18000
1971-04,Northwest Territories including Nunavut,Population,34000
1971-07,Canada,Population,21962032
1971-07,Newfoundland and Labrador,Population,530854
1971-07,Prince Edward Island,Population,112591
1971-07,Nova Scotia,Population,797294
1971-07,New Brunswick,Population,642471
1971-07,Quebec,Population,6137305
1971-07,Ontario,Population,7849027
1971-07,Manitoba,Population,998876
1971-07,Saskatchewan,Population,932038
1971-07,Alberta,Population,1665717
1971-07,British Columbia,Population,2240470
1971-07,Yukon,Population,18991
1971-07,Northwest Territories including Nunavut,Population,36398
1971-10,Canada,Population,22039243
1971-10,Newfoundland and Labrador,Population,534471
1971-10,Prince Edward Island,Population,112874
1971-10,Nova Scotia,Population,798804
1971-10,New Brunswick,Population,644717
1971-10,Quebec,Population,6148121
1971-10,Ontario,Population,7882241
1971-10,Manitoba,Population,998957
1971-10,Saskatchewan,Population,928061
1971-10,Alberta,Population,1675638
1971-10,British Columbia,Population,2258651
1971-10,Yukon,Population,19462
1971-10,Northwest Territories including Nunavut,Population,37246
1972-01,Canada,Population,22092498
1972-01,Newfoundland and Labrador,Population,535736
1972-01,Prince Edward Island,Population,112964
1972-01,Nova Scotia,Population,800513
1972-01,New Brunswick,Population,646337
1972-01,Quebec,Population,6152950
1972-01,Ontario,Population,7906337
1972-01,Manitoba,Population,998910
1972-01,Saskatchewan,Population,923123
1972-01,Alberta,Population,1679985
1972-01,British Columbia,Population,2278085
1972-01,Yukon,Population,19723
1972-01,Northwest Territories including Nunavut,Population,37835
1972-04,Canada,Population,22148919
1972-04,Newfoundland and Labrador,Population,537368
1972-04,Prince Edward Island,Population,113314
1972-04,Nova Scotia,Population,800542
1972-04,New Brunswick,Population,648056
1972-04,Quebec,Population,6165470
1972-04,Ontario,Population,7927220
1972-04,Manitoba,Population,1000104
1972-04,Saskatchewan,Population,921306
1972-04,Alberta,Population,1686758
1972-04,British Columbia,Population,2290667
1972-04,Yukon,Population,19859
1972-04,Northwest Territories including Nunavut,Population,38255
1972-07,Canada,Population,22218463
1972-07,Newfoundland and Labrador,Population,539124
1972-07,Prince Edward Island,Population,113460
1972-07,Nova Scotia,Population,802255
1972-07,New Brunswick,Population,648769
1972-07,Quebec,Population,6174216
1972-07,Ontario,Population,7963117
1972-07,Manitoba,Population,1001652
1972-07,Saskatchewan,Population,920780
1972-07,Alberta,Population,1694090
1972-07,British Columbia,Population,2302086
1972-07,Yukon,Population,20143
1972-07,Northwest Territories including Nunavut,Population,38771
1972-10,Canada,Population,22288499
1972-10,Newfoundland and Labrador,Population,541472
1972-10,Prince Edward Island,Population,113960
1972-10,Nova Scotia,Population,805317
1972-10,New Brunswick,Population,651182
1972-10,Quebec,Population,6182065
1972-10,Ontario,Population,7992037
1972-10,Manitoba,Population,1001682
1972-10,Saskatchewan,Population,916659
1972-10,Alberta,Population,1705519
1972-10,British Columbia,Population,2318552
1972-10,Yukon,Population,20570
1972-10,Northwest Territories including Nunavut,Population,39484
1973-01,Canada,Population,22347459
1973-01,Newfoundland and Labrador,Population,542983
1973-01,Prince Edward Island,Population,114276
1973-01,Nova Scotia,Population,808614
1973-01,New Brunswick,Population,652497
1973-01,Quebec,Population,6189678
1973-01,Ontario,Population,8013391
1973-01,Manitoba,Population,1002589
1973-01,Saskatchewan,Population,913591
1973-01,Alberta,Population,1710866
1973-01,British Columbia,Population,2338148
1973-01,Yukon,Population,20813
1973-01,Northwest Territories including Nunavut,Population,40013
1973-04,Canada,Population,22405392
1973-04,Newfoundland and Labrador,Population,544026
1973-04,Prince Edward Island,Population,114437
1973-04,Nova Scotia,Population,809697
1973-04,New Brunswick,Population,655725
1973-04,Quebec,Population,6199080
1973-04,Ontario,Population,8035129
1973-04,Manitoba,Population,1005005
1973-04,Saskatchewan,Population,912191
1973-04,Alberta,Population,1717910
1973-04,British Columbia,Population,2350837
1973-04,Yukon,Population,20968
1973-04,Northwest Territories including Nunavut,Population,40387
1973-07,Canada,Population,22491777
1973-07,Newfoundland and Labrador,Population,545561
1973-07,Prince Edward Island,Population,114620
1973-07,Nova Scotia,Population,812386
1973-07,New Brunswick,Population,656720
1973-07,Quebec,Population,6213149
1973-07,Ontario,Population,8075547
1973-07,Manitoba,Population,1007358
1973-07,Saskatchewan,Population,911937
1973-07,Alberta,Population,1725327
1973-07,British Columbia,Population,2367271
1973-07,Yukon,Population,21148
1973-07,Northwest Territories including Nunavut,Population,40753
1973-10,Canada,Population,22570338
1973-10,Newfoundland and Labrador,Population,546717
1973-10,Prince Edward Island,Population,114944
1973-10,Nova Scotia,Population,814351
1973-10,New Brunswick,Population,658693
1973-10,Quebec,Population,6227045
1973-10,Ontario,Population,8107108
1973-10,Manitoba,Population,1008908
1973-10,Saskatchewan,Population,908856
1973-10,Alberta,Population,1735396
1973-10,British Columbia,Population,2386932
1973-10,Yukon,Population,20874
1973-10,Northwest Territories including Nunavut,Population,40514
1974-01,Canada,Population,22649538
1974-01,Newfoundland and Labrador,Population,547107
1974-01,Prince Edward Island,Population,115189
1974-01,Nova Scotia,Population,816353
1974-01,New Brunswick,Population,661016
1974-01,Quebec,Population,6238468
1974-01,Ontario,Population,8139808
1974-01,Manitoba,Population,1012378
1974-01,Saskatchewan,Population,907546
1974-01,Alberta,Population,1739942
1974-01,British Columbia,Population,2409913
1974-01,Yukon,Population,20973
1974-01,Northwest Territories including Nunavut,Population,40845
1974-04,Canada,Population,22723274
1974-04,Newfoundland and Labrador,Population,547385
1974-04,Prince Edward Island,Population,115566
1974-04,Nova Scotia,Population,816688
1974-04,New Brunswick,Population,662560
1974-04,Quebec,Population,6251741
1974-04,Ontario,Population,8172562
1974-04,Manitoba,Population,1015368
1974-04,Saskatchewan,Population,907748
1974-04,Alberta,Population,1746975
1974-04,British Columbia,Population,2424995
1974-04,Yukon,Population,20895
1974-04,Northwest Territories including Nunavut,Population,40791
1974-07,Canada,Population,22807969
1974-07,Newfoundland and Labrador,Population,549604
1974-07,Prince Edward Island,Population,115962
1974-07,Nova Scotia,Population,818751
1974-07,New Brunswick,Population,664744
1974-07,Quebec,Population,6268571
1974-07,Ontario,Population,8204275
1974-07,Manitoba,Population,1018206
1974-07,Saskatchewan,Population,908457
1974-07,Alberta,Population,1754621
1974-07,British Columbia,Population,2442578
1974-07,Yukon,Population,21069
1974-07,Northwest Territories including Nunavut,Population,41131
1974-10,Canada,Population,22907390
1974-10,Newfoundland and Labrador,Population,551508
1974-10,Prince Edward Island,Population,116401
1974-10,Nova Scotia,Population,821251
1974-10,New Brunswick,Population,669506
1974-10,Quebec,Population,6286708
1974-10,Ontario,Population,8240114
1974-10,Manitoba,Population,1018954
1974-10,Saskatchewan,Population,908714
1974-10,Alberta,Population,1769880
1974-10,British Columbia,Population,2461396
1974-10,Yukon,Population,21335
1974-10,Northwest Territories including Nunavut,Population,41623
1975-01,Canada,Population,22979190
1975-01,Newfoundland and Labrador,Population,552812
1975-01,Prince Edward Island,Population,117031
1975-01,Nova Scotia,Population,823084
1975-01,New Brunswick,Population,671135
1975-01,Quebec,Population,6299783
1975-01,Ontario,Population,8260161
1975-01,Manitoba,Population,1019529
1975-01,Saskatchewan,Population,910276
1975-01,Alberta,Population,1782575
1975-01,British Columbia,Population,2479085
1975-01,Yukon,Population,21580
1975-01,Northwest Territories including Nunavut,Population,42139
1975-04,Canada,Population,23048990
1975-04,Newfoundland and Labrador,Population,554166
1975-04,Prince Edward Island,Population,117316
1975-04,Nova Scotia,Population,824791
1975-04,New Brunswick,Population,673918
1975-04,Quebec,Population,6310999
1975-04,Ontario,Population,8284503
1975-04,Manitoba,Population,1021824
1975-04,Saskatchewan,Population,913118
1975-04,Alberta,Population,1795097
1975-04,British Columbia,Population,2489116
1975-04,Yukon,Population,21692
1975-04,Northwest Territories including Nunavut,Population,42450
1975-07,Canada,Population,23143275
1975-07,Newfoundland and Labrador,Population,556496
1975-07,Prince Edward Island,Population,117724
1975-07,Nova Scotia,Population,826549
1975-07,New Brunswick,Population,677008
1975-07,Quebec,Population,6330303
1975-07,Ontario,Population,8319795
1975-07,Manitoba,Population,1024975
1975-07,Saskatchewan,Population,917415
1975-07,Alberta,Population,1808689
1975-07,British Columbia,Population,2499564
1975-07,Yukon,Population,21908
1975-07,Northwest Territories including Nunavut,Population,42849
1975-10,Canada,Population,23240585
1975-10,Newfoundland and Labrador,Population,558900
1975-10,Prince Edward Island,Population,118009
1975-10,Nova Scotia,Population,830351
1975-10,New Brunswick,Population,682086
1975-10,Quebec,Population,6348244
1975-10,Ontario,Population,8352911
1975-10,Manitoba,Population,1026093
1975-10,Saskatchewan,Population,922468
1975-10,Alberta,Population,1825051
1975-10,British Columbia,Population,2510751
1975-10,Yukon,Population,22214
1975-10,Northwest Territories including Nunavut,Population,43507
1976-01,Canada,Population,23304197
1976-01,Newfoundland and Labrador,Population,560024
1976-01,Prince Edward Island,Population,118264
1976-01,Nova Scotia,Population,832765
1976-01,New Brunswick,Population,685155
1976-01,Quebec,Population,6362125
1976-01,Ontario,Population,8366498
1976-01,Manitoba,Population,1028134
1976-01,Saskatchewan,Population,925570
1976-01,Alberta,Population,1839191
1976-01,British Columbia,Population,2520425
1976-01,Yukon,Population,22259
1976-01,Northwest Territories including Nunavut,Population,43787
1976-04,Canada,Population,23369845
1976-04,Newfoundland and Labrador,Population,560856
1976-04,Prince Edward Island,Population,118298
1976-04,Nova Scotia,Population,833741
1976-04,New Brunswick,Population,687521
1976-04,Quebec,Population,6377976
1976-04,Ontario,Population,8387985
1976-04,Manitoba,Population,1030093
1976-04,Saskatchewan,Population,928697
1976-04,Alberta,Population,1852651
1976-04,British Columbia,Population,2525812
1976-04,Yukon,Population,22263
1976-04,Northwest Territories including Nunavut,Population,43952
1976-07,Canada,Population,23449808
1976-07,Newfoundland and Labrador,Population,562639
1976-07,Prince Edward Island,Population,118648
1976-07,Nova Scotia,Population,835166
1976-07,New Brunswick,Population,689494
1976-07,Quebec,Population,6396761
1976-07,Ontario,Population,8413779
1976-07,Manitoba,Population,1031758
1976-07,Saskatchewan,Population,931612
1976-07,Alberta,Population,1869287
1976-07,British Columbia,Population,2533899
1976-07,Yukon,Population,22441
1976-07,Northwest Territories including Nunavut,Population,44324
1976-10,Canada,Population,23533565
1976-10,Newfoundland and Labrador,Population,563591
1976-10,Prince Edward Island,Population,118925
1976-10,Nova Scotia,Population,837578
1976-10,New Brunswick,Population,690936
1976-10,Quebec,Population,6404158
1976-10,Ontario,Population,8438765
1976-10,Manitoba,Population,1033171
1976-10,Saskatchewan,Population,936235
1976-10,Alberta,Population,1896466
1976-10,British Columbia,Population,2546813
1976-10,Yukon,Population,22509
1976-10,Northwest Territories including Nunavut,Population,44418
1977-01,Canada,Population,23591713
1977-01,Newfoundland and Labrador,Population,563387
1977-01,Prince Edward Island,Population,119121
1977-01,Nova Scotia,Population,838385
1977-01,New Brunswick,Population,691810
1977-01,Quebec,Population,6412575
1977-01,Ontario,Population,8458617
1977-01,Manitoba,Population,1034113
1977-01,Saskatchewan,Population,938455
1977-01,Alberta,Population,1914570
1977-01,British Columbia,Population,2554051
1977-01,Yukon,Population,22262
1977-01,Northwest Territories including Nunavut,Population,44367
1977-04,Canada,Population,23656739
1977-04,Newfoundland and Labrador,Population,564217
1977-04,Prince Edward Island,Population,119297
1977-04,Nova Scotia,Population,839315
1977-04,New Brunswick,Population,693580
1977-04,Quebec,Population,6423152
1977-04,Ontario,Population,8481322
1977-04,Manitoba,Population,1035920
1977-04,Saskatchewan,Population,941297
1977-04,Alberta,Population,1931214
1977-04,British Columbia,Population,2560711
1977-04,Yukon,Population,22308
1977-04,Northwest Territories including Nunavut,Population,44406
1977-07,Canada,Population,23725843
1977-07,Newfoundland and Labrador,Population,565348
1977-07,Prince Edward Island,Population,119902
1977-07,Nova Scotia,Population,840028
1977-07,New Brunswick,Population,695843
1977-07,Quebec,Population,6433133
1977-07,Ontario,Population,8504080
1977-07,Manitoba,Population,1037369
1977-07,Saskatchewan,Population,944621
1977-07,Alberta,Population,1948263
1977-07,British Columbia,Population,2570315
1977-07,Yukon,Population,22462
1977-07,Northwest Territories including Nunavut,Population,44479
1977-10,Canada,Population,23801445
1977-10,Newfoundland and Labrador,Population,566116
1977-10,Prince Edward Island,Population,120459
1977-10,Nova Scotia,Population,842051
1977-10,New Brunswick,Population,696378
1977-10,Quebec,Population,6431509
1977-10,Ontario,Population,8530102
1977-10,Manitoba,Population,1038470
1977-10,Saskatchewan,Population,947400
1977-10,Alberta,Population,1974721
1977-10,British Columbia,Population,2586668
1977-10,Yukon,Population,22747
1977-10,Northwest Territories including Nunavut,Population,44824
1978-01,Canada,Population,23849503
1978-01,Newfoundland and Labrador,Population,565981
1978-01,Prince Edward Island,Population,120764
1978-01,Nova Scotia,Population,842961
1978-01,New Brunswick,Population,696872
1978-01,Quebec,Population,6432019
1978-01,Ontario,Population,8548453
1978-01,Manitoba,Population,1038859
1978-01,Saskatchewan,Population,948753
1978-01,Alberta,Population,1991454
1978-01,British Columbia,Population,2595858
1978-01,Yukon,Population,22668
1978-01,Northwest Territories including Nunavut,Population,44861
1978-04,Canada,Population,23903687
1978-04,Newfoundland and Labrador,Population,566671
1978-04,Prince Edward Island,Population,121014
1978-04,Nova Scotia,Population,843663
1978-04,New Brunswick,Population,697851
1978-04,Quebec,Population,6436705
1978-04,Ontario,Population,8569298
1978-04,Manitoba,Population,1040028
1978-04,Saskatchewan,Population,950365
1978-04,Alberta,Population,2006745
1978-04,British Columbia,Population,2603502
1978-04,Yukon,Population,22834
1978-04,Northwest Territories including Nunavut,Population,45011
1978-07,Canada,Population,23963203
1978-07,Newfoundland and Labrador,Population,567639
1978-07,Prince Edward Island,Population,121684
1978-07,Nova Scotia,Population,844628
1978-07,New Brunswick,Population,699514
1978-07,Quebec,Population,6440459
1978-07,Ontario,Population,8590144
1978-07,Manitoba,Population,1040881
1978-07,Saskatchewan,Population,952430
1978-07,Alberta,Population,2022241
1978-07,British Columbia,Population,2615162
1978-07,Yukon,Population,23157
1978-07,Northwest Territories including Nunavut,Population,45264
1978-10,Canada,Population,24025447
1978-10,Newfoundland and Labrador,Population,568417
1978-10,Prince Edward Island,Population,121952
1978-10,Nova Scotia,Population,846612
1978-10,New Brunswick,Population,699937
1978-10,Quebec,Population,6442774
1978-10,Ontario,Population,8604263
1978-10,Manitoba,Population,1038528
1978-10,Saskatchewan,Population,954473
1978-10,Alberta,Population,2047919
1978-10,British Columbia,Population,2632020
1978-10,Yukon,Population,23120
1978-10,Northwest Territories including Nunavut,Population,45432
1979-01,Canada,Population,24071889
1979-01,Newfoundland and Labrador,Population,568329
1979-01,Prince Edward Island,Population,122104
1979-01,Nova Scotia,Population,847511
1979-01,New Brunswick,Population,700237
1979-01,Quebec,Population,6446529
1979-01,Ontario,Population,8619239
1979-01,Manitoba,Population,1037449
1979-01,Saskatchewan,Population,955552
1979-01,Alberta,Population,2064776
1979-01,British Columbia,Population,2641872
1979-01,Yukon,Population,22845
1979-01,Northwest Territories including Nunavut,Population,45446
1979-04,Canada,Population,24128180
1979-04,Newfoundland and Labrador,Population,569012
1979-04,Prince Edward Island,Population,122277
1979-04,Nova Scotia,Population,848272
1979-04,New Brunswick,Population,701261
1979-04,Quebec,Population,6455295
1979-04,Ontario,Population,8638099
1979-04,Manitoba,Population,1037417
1979-04,Saskatchewan,Population,957375
1979-04,Alberta,Population,2079840
1979-04,British Columbia,Population,2650940
1979-04,Yukon,Population,22845
1979-04,Northwest Territories including Nunavut,Population,45547
1979-07,Canada,Population,24201544
1979-07,Newfoundland and Labrador,Population,570075
1979-07,Prince Edward Island,Population,122885
1979-07,Nova Scotia,Population,849396
1979-07,New Brunswick,Population,703158
1979-07,Quebec,Population,6465996
1979-07,Ontario,Population,8662088
1979-07,Manitoba,Population,1037272
1979-07,Saskatchewan,Population,959735
1979-07,Alberta,Population,2096966
1979-07,British Columbia,Population,2665238
1979-07,Yukon,Population,22972
1979-07,Northwest Territories including Nunavut,Population,45763
1979-10,Canada,Population,24279044
1979-10,Newfoundland and Labrador,Population,570976
1979-10,Prince Edward Island,Population,123002
1979-10,Nova Scotia,Population,850336
1979-10,New Brunswick,Population,703038
1979-10,Quebec,Population,6472095
1979-10,Ontario,Population,8674941
1979-10,Manitoba,Population,1034189
1979-10,Saskatchewan,Population,961723
